10,0,0,0,0,10,10,4,5
10,0,0,0,0,10,2,4,0
10,0,0,0,0,10,3,4,0
10,0,0,0,0,10,4,4,0
10,0,0,0,0,10,5,4,0
10,0,0,0,0,10,6,4,0
10,0,0,0,0,10,7,4,0
10,0,0,0,0,10,8,4,0
10,0,0,0,0,10,9,4,0
10,0,0,0,1,9,10,4,9
10,0,0,0,1,9,2,4,0
10,0,0,0,1,9,3,4,0
10,0,0,0,1,9,4,4,0
10,0,0,0,1,9,5,4,0
10,0,0,0,1,9,6,4,0
10,0,0,0,1,9,7,4,0
10,0,0,0,1,9,8,4,0
10,0,0,0,1,9,9,4,6
10,0,0,0,2,8,10,4,15
10,0,0,0,2,8,2,4,0
10,0,0,0,2,8,3,4,0
10,0,0,0,2,8,4,4,0
10,0,0,0,2,8,5,4,0
10,0,0,0,2,8,6,4,0
10,0,0,0,2,8,7,4,0
10,0,0,0,2,8,8,4,2
10,0,0,0,2,8,9,4,14
10,0,0,0,3,7,10,4,18
10,0,0,0,3,7,2,4,0
10,0,0,0,3,7,3,4,0
10,0,0,0,3,7,4,4,0
10,0,0,0,3,7,5,4,0
10,0,0,0,3,7,6,4,0
10,0,0,0,3,7,7,4,0
10,0,0,0,3,7,8,4,7
10,0,0,0,3,7,9,4,22
10,0,0,0,4,6,10,4,22
10,0,0,0,4,6,2,4,0
10,0,0,0,4,6,3,4,0
10,0,0,0,4,6,4,4,0
10,0,0,0,4,6,5,4,0
10,0,0,0,4,6,6,4,0
10,0,0,0,4,6,7,4,1
10,0,0,0,4,6,8,4,9
10,0,0,0,4,6,9,4,27
10,0,0,0,5,5,10,4,22
10,0,0,0,5,5,2,4,0
10,0,0,0,5,5,3,4,0
10,0,0,0,5,5,4,4,0
10,0,0,0,5,5,5,4,0
10,0,0,0,5,5,6,4,0
10,0,0,0,5,5,7,4,1
10,0,0,0,5,5,8,4,11
10,0,0,0,5,5,9,4,29
10,0,1,0,0,8,2,4,0
10,0,1,0,0,8,3,4,0
10,0,1,0,0,8,4,4,0
10,0,1,0,0,8,5,4,0
10,0,1,0,0,8,6,4,0
10,0,1,0,0,8,7,4,0
10,0,1,0,0,8,8,4,6
10,0,1,0,0,8,9,4,6
10,0,1,0,1,7,2,4,0
10,0,1,0,1,7,3,4,0
10,0,1,0,1,7,4,4,0
10,0,1,0,1,7,5,4,0
10,0,1,0,1,7,6,4,0
10,0,1,0,1,7,7,4,9
10,0,1,0,1,7,8,4,26
10,0,1,0,1,7,9,4,14
10,0,1,0,2,6,2,4,0
10,0,1,0,2,6,3,4,0
10,0,1,0,2,6,4,4,0
10,0,1,0,2,6,5,4,0
10,0,1,0,2,6,6,4,4
10,0,1,0,2,6,7,4,26
10,0,1,0,2,6,8,4,49
10,0,1,0,2,6,9,4,22
10,0,1,0,3,5,2,4,0
10,0,1,0,3,5,3,4,0
10,0,1,0,3,5,4,4,0
10,0,1,0,3,5,5,4,0
10,0,1,0,3,5,6,4,9
10,0,1,0,3,5,7,4,45
10,0,1,0,3,5,8,4,67
10,0,1,0,3,5,9,4,27
10,0,1,0,4,4,2,4,0
10,0,1,0,4,4,3,4,0
10,0,1,0,4,4,4,4,0
10,0,1,0,4,4,5,4,0
10,0,1,0,4,4,6,4,12
10,0,1,0,4,4,7,4,52
10,0,1,0,4,4,8,4,73
10,0,1,0,4,4,9,4,29
10,0,2,0,0,6,2,4,0
10,0,2,0,0,6,3,4,0
10,0,2,0,0,6,4,4,0
10,0,2,0,0,6,5,4,0
10,0,2,0,0,6,6,4,7
10,0,2,0,0,6,7,4,9
10,0,2,0,0,6,8,4,2
10,0,2,0,1,5,2,4,0
10,0,2,0,1,5,3,4,0
10,0,2,0,1,5,4,4,0
10,0,2,0,1,5,5,4,6
10,0,2,0,1,5,6,4,29
10,0,2,0,1,5,7,4,26
10,0,2,0,1,5,8,4,7
10,0,2,0,2,4,2,4,0
10,0,2,0,2,4,3,4,0
10,0,2,0,2,4,4,4,1
10,0,2,0,2,4,5,4,16
10,0,2,0,2,4,6,4,55
10,0,2,0,2,4,7,4,45
10,0,2,0,2,4,8,4,9
10,0,2,0,3,3,2,4,0
10,0,2,0,3,3,3,4,0
10,0,2,0,3,3,4,4,3
10,0,2,0,3,3,5,4,21
10,0,2,0,3,3,6,4,65
10,0,2,0,3,3,7,4,52
